	"rsem_out/AK-1_S27.R1.cutadapt.genes.results"	"rsem_out/AK-23_S1.R1.cutadapt.genes.results"	"rsem_out/AK-24_S2.R1.cutadapt.genes.results"	"rsem_out/AK-25_S3.R1.cutadapt.genes.results"	"rsem_out/AK-26_S4.R1.cutadapt.genes.results"	"rsem_out/AK-27_S5.R1.cutadapt.genes.results"	"rsem_out/AK-28_S6.R1.cutadapt.genes.results"	"rsem_out/AK-29_S7.R1.cutadapt.genes.results"	"rsem_out/AK-2_S28.R1.cutadapt.genes.results"	"rsem_out/AK-30_S8.R1.cutadapt.genes.results"	"rsem_out/AK-31_S9.R1.cutadapt.genes.results"	"rsem_out/AK-32_S10.R1.cutadapt.genes.results"	"rsem_out/AK-33_S11.R1.cutadapt.genes.results"	"rsem_out/AK-34_S12.R1.cutadapt.genes.results"	"rsem_out/AK-35_S13.R1.cutadapt.genes.results"	"rsem_out/AK-36_S14.R1.cutadapt.genes.results"	"rsem_out/AK-37_S15.R1.cutadapt.genes.results"	"rsem_out/AK-38_S16.R1.cutadapt.genes.results"	"rsem_out/AK-39_S17.R1.cutadapt.genes.results"	"rsem_out/AK-40_S18.R1.cutadapt.genes.results"	"rsem_out/AK-41_S19.R1.cutadapt.genes.results"	"rsem_out/AK-42_S20.R1.cutadapt.genes.results"	"rsem_out/AK-43_S21.R1.cutadapt.genes.results"	"rsem_out/AK-44_S22.R1.cutadapt.genes.results"	"rsem_out/AK-45_S23.R1.cutadapt.genes.results"	"rsem_out/AK-46_S24.R1.cutadapt.genes.results"	"rsem_out/AK-47_S25.R1.cutadapt.genes.results"	"rsem_out/AK-48_S26.R1.cutadapt.genes.results"	"rsem_out/AK-4_S29.R1.cutadapt.genes.results"	"rsem_out/AK-5_S30.R1.cutadapt.genes.results"	"rsem_out/SHC-17_S13.R1.cutadapt.genes.results"	"rsem_out/SHC-18_S14.R1.cutadapt.genes.results"	"rsem_out/Undetermined_S0.R1.cutadapt.genes.results"
"GBI_11214"	6.39	0.00	271.22	108.12	189.33	366.58	42.69	154.69	241.78	0.00	4613.07	41.67	54.04	34.18	0.00	46.29	1.07	1728.74	13.20	121.55	14.31	312.91	1.63	3466.44	69.04	204.77	20.86	8.10	15.30	0.00	0.00	1212.05	485.63
"GBI_11215"	209.63	1031.28	516.98	247.43	337.89	4584.94	613.62	385.52	596.51	263.81	2585.54	200.53	249.09	6058.44	616.13	149.22	266.78	1618.92	170.02	300.58	3358.62	1128.48	286.23	1791.27	240.82	317.47	6567.16	260.71	380.84	0.00	161.39	2167.88	748.10
"GBI_11216"	41.82	471.30	206.74	246.33	202.60	1072.25	122.77	253.34	292.97	2.25	12276.13	51.60	102.43	243.78	76.65	27.37	8.65	4659.57	22.26	77.04	140.98	1019.67	21.36	8317.43	109.74	281.67	106.28	6.86	18.44	0.00	0.66	2407.94	1159.24
"GBI_11217"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11218"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11219"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.43	0.00	0.56	1.23	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	2.14	0.00	0.00	0.00	0.00
"GBI_11220"	34.48	0.00	67.77	171.86	82.39	12.02	6.95	1.47	2.74	0.83	3.24	198.20	158.13	14.40	2.54	4.05	27.35	38.60	196.90	58.44	8.62	20.77	35.84	4.93	229.99	56.84	5.02	0.65	151.87	520.58	5.41	8.02	74.02
"GBI_11221"	0.00	0.00	0.00	0.00	0.00	11.28	34.21	28.45	19.57	35.33	7.28	0.00	0.14	7.12	57.02	5.10	11.69	0.00	0.00	0.00	22.81	0.00	4.78	0.00	0.00	0.00	16.53	8.26	0.00	0.00	38.44	51.73	0.00
"GBI_11222"	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11223"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11224"	25.52	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.00	1.32	0.54	0.00	0.00	0.00	0.66	0.46	52.52	0.00	0.00	1.00	0.00	0.19	45.99	0.00	0.00	0.00	1.39	0.00	0.76	0.00	8.31	0.16	8.19
"GBI_11225"	0.00	0.00	0.00	3.58	8.90	0.00	3.88	11.03	2.43	0.00	4.85	4.74	3.17	0.00	0.00	7.36	0.00	5.43	0.00	9.56	0.00	2.59	0.00	2.86	2.32	18.48	0.00	0.00	12.16	0.00	0.00	5.91	10.65
"GBI_11226"	75.69	0.00	146.89	152.05	98.25	145.88	109.81	89.01	64.02	515.85	87.11	140.85	119.97	50.95	123.06	63.61	81.69	147.64	139.59	102.32	82.73	105.08	75.72	110.34	136.48	117.45	45.06	116.72	104.88	0.00	461.84	122.22	109.36
"GBI_11227"	45.42	0.00	0.00	22.89	15.85	7.19	20.05	33.67	17.94	14.63	16.82	22.08	14.72	4.77	14.94	29.17	46.94	20.95	26.10	18.75	16.78	14.22	36.84	19.60	24.71	14.08	10.48	21.75	21.58	0.00	8.87	17.65	21.98
"GBI_11228"	11.12	0.00	0.00	16.38	12.97	26.39	17.32	7.60	20.05	27.57	5.47	10.53	11.54	7.42	16.97	6.87	9.69	9.44	15.02	10.65	12.92	14.07	9.58	9.36	12.96	8.13	11.07	16.18	22.52	0.00	32.57	12.59	13.88
"GBI_11229"	222.18	109.36	248.29	362.66	267.62	345.77	593.01	393.47	441.57	298.41	191.12	383.90	348.23	549.21	744.55	385.38	339.92	336.12	396.51	290.16	558.06	691.18	301.69	268.54	401.49	272.55	376.89	871.59	269.09	0.00	208.74	333.64	349.64
"GBI_11230"	7.25	154.24	0.00	13.53	35.94	8.56	11.67	27.02	12.33	38.88	10.43	14.27	12.93	5.39	4.81	21.66	3.37	19.81	13.60	22.75	3.72	14.48	0.54	16.49	6.80	14.53	0.00	4.56	21.00	0.00	26.70	21.44	10.27
"GBI_11231"	0.00	0.00	0.00	5.39	4.47	0.00	0.00	0.00	0.00	0.00	3.65	4.45	4.77	0.00	0.00	0.00	0.00	0.00	3.38	3.08	0.00	0.00	0.00	1.07	0.87	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11232"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11233"	0.00	0.00	0.00	13.33	10.00	0.00	0.00	0.00	0.00	0.00	0.00	9.63	7.86	0.00	0.00	0.00	0.00	0.00	10.59	0.97	0.00	0.00	1.31	0.00	14.39	2.34	0.00	0.00	4.90	0.00	0.00	0.00	2.82
"GBI_11234"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11235"	52.76	0.00	16.83	58.57	16.46	3.59	2.12	0.00	2.16	2.46	3.50	55.32	35.50	5.29	4.45	0.14	80.74	4.65	62.52	11.71	18.61	2.92	83.47	3.13	70.36	7.72	7.75	1.01	22.40	0.00	1.13	5.21	32.38
"GBI_11236"	0.00	0.00	0.00	0.00	0.94	0.00	0.00	1.75	0.00	20.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00	16.47	1.36	1.69
"GBI_11237"	38.03	0.00	78.15	42.55	19.85	17.97	51.39	15.42	25.71	17.35	10.25	47.87	33.18	19.16	53.30	6.48	45.08	25.86	40.76	17.36	30.44	30.11	43.01	14.83	45.40	18.52	11.09	52.89	19.97	0.00	16.48	23.66	29.69
"GBI_11238"	2.87	0.00	30.49	250.92	388.36	36.86	7.68	11.96	12.91	1.78	131.11	89.04	105.31	34.51	5.84	2.34	0.73	121.92	82.19	169.72	62.62	27.60	0.74	132.37	48.92	167.61	11.70	25.49	57.10	0.00	2.05	50.42	94.59
"GBI_11239"	1.06	0.00	0.00	0.44	0.00	2.84	0.94	0.00	1.18	0.44	0.59	0.00	0.39	0.00	0.00	0.26	0.00	0.66	0.00	0.33	0.00	0.94	0.00	0.00	0.57	0.32	0.00	0.60	0.00	0.00	0.29	0.52	0.32
"GBI_11240"	0.00	0.00	0.00	3.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.23	4.13	0.00	0.00	0.00	0.00	0.00	2.60	1.19	0.00	0.00	0.00	0.00	5.05	5.74	0.00	0.00	0.00	0.00	0.00	0.00	2.31
"GBI_11241"	0.00	0.00	0.00	2.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.44	1.15	0.00	0.00	0.00	0.00	0.00	1.09	0.00	0.00	0.00	0.00	0.00	1.69	2.88	0.00	0.00	0.00	0.00	0.00	0.00	1.93
"GBI_11243"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11244"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11245"	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11246"	0.00	0.00	0.00	0.00	4.43	0.00	0.00	0.00	0.00	43.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46.69	0.00	4.06
"GBI_11247"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11248"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.17	0.00	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.81	1.07	0.00
"GBI_11249"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11250"	0.00	0.00	0.00	5.01	0.46	62.00	0.00	1.99	0.00	0.00	0.25	3.48	4.25	9.55	0.00	0.22	0.00	0.00	5.25	1.55	10.68	0.00	0.00	0.00	3.00	0.00	0.97	0.00	0.36	0.00	0.12	0.00	4.51
"GBI_11251"	0.00	0.00	0.00	0.00	0.00	2.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11252"	0.00	0.00	0.00	0.56	1.85	224.24	1.20	0.86	0.00	0.00	1.13	0.00	2.15	9.62	0.00	0.00	0.00	0.00	0.47	0.43	4.69	0.00	0.00	0.00	0.72	1.65	5.87	0.00	8.62	0.00	0.00	0.00	8.97
"GBI_11253"	0.61	0.00	0.00	0.00	0.00	23.25	0.00	0.58	0.00	0.00	0.00	0.75	1.67	11.36	0.00	0.22	0.00	0.00	0.63	0.29	8.16	0.00	0.00	0.90	0.00	0.00	1.98	0.00	0.73	0.00	0.00	0.22	5.58
"GBI_11254"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11255"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11256"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11257"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11258"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11259"	2.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	1.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42
"GBI_11260"	63.73	0.00	80.73	24.77	31.79	11.48	13.97	56.07	34.99	17.68	20.74	30.32	35.98	12.69	16.19	167.21	29.49	35.64	30.01	36.36	12.76	24.22	28.74	39.90	33.21	23.91	3.10	47.41	32.41	0.00	8.13	26.91	42.75
"GBI_11261"	84.78	0.00	186.90	376.49	763.54	76.79	65.17	93.90	150.33	28.20	126.37	576.33	547.97	73.43	75.54	12.24	70.83	97.19	388.81	675.98	48.38	142.14	45.89	215.87	449.33	853.40	58.57	82.47	685.75	0.00	20.01	33.72	306.19
"GBI_11262"	359.28	0.00	395.21	545.08	484.03	227.71	277.08	438.10	356.84	215.30	504.42	602.51	737.63	136.85	289.36	391.15	214.90	426.35	541.53	542.56	236.10	338.19	212.85	453.93	432.24	593.16	155.63	344.47	570.40	0.00	209.32	314.06	427.26
"GBI_11263"	2.93	0.00	220.86	0.40	1.01	11.78	527.23	441.81	38.61	0.20	45.35	0.80	0.54	3.47	603.81	0.94	4.61	3.05	0.84	1.69	7.99	16.42	3.42	0.48	0.91	1.49	5.30	11.27	0.58	0.00	0.53	24.36	32.07
"GBI_11264"	0.00	0.00	0.00	0.00	0.53	0.00	2.77	0.00	0.00	301.90	0.00	0.00	0.57	2.77	0.00	0.38	0.00	0.00	0.00	0.00	2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	299.02	1.15	7.61
"GBI_11265"	5.42	0.00	0.00	10.01	9.69	0.00	0.00	5.14	2.27	3.35	5.65	3.31	5.91	0.00	0.00	0.00	0.00	1.27	1.40	2.55	0.00	2.42	0.00	4.00	1.08	13.55	0.00	0.00	3.24	0.00	1.10	1.00	3.73
"GBI_11266"	0.00	0.00	0.00	0.00	10.66	0.00	0.00	0.00	0.00	0.00	8.76	0.00	5.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.42	0.00	0.00	0.00	0.00
"GBI_11267"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11268"	179.65	0.00	264.80	236.38	215.18	190.29	247.26	95.33	139.99	37.59	132.40	271.06	269.36	210.04	216.99	127.10	134.53	294.11	232.32	267.94	298.60	257.32	127.48	184.70	259.84	267.22	128.81	296.31	188.04	650.95	34.27	256.93	195.06
"GBI_11270"	58.28	0.00	0.00	58.45	19.06	19.19	7.07	17.12	31.01	1.97	28.87	45.03	13.94	5.66	10.66	34.95	35.34	37.71	48.76	30.99	9.47	53.48	32.00	27.71	63.35	28.57	6.90	61.77	50.66	0.00	0.43	17.24	31.59
"GBI_11271"	115.04	0.00	0.00	19.42	15.53	5.62	17.15	12.75	22.41	5.88	7.97	16.89	9.50	1.49	18.15	13.97	43.32	18.84	18.49	10.81	22.46	15.22	45.78	21.78	24.89	7.67	9.09	17.93	24.03	2912.77	3.86	12.39	22.28
"GBI_11272"	0.48	0.00	81.74	1.79	2.48	0.00	7.72	50.36	0.00	0.00	0.00	2.76	6.34	0.00	17.89	0.00	0.00	0.45	3.49	10.45	0.00	0.43	0.00	0.00	1.16	4.40	0.00	0.00	0.00	0.00	0.00	0.00	3.09
"GBI_11273"	56.36	0.00	44.89	122.25	121.10	76.47	89.44	75.97	68.52	20.68	119.04	117.70	158.92	50.27	58.81	38.79	109.05	135.06	132.40	118.99	79.22	102.15	93.00	121.55	109.14	122.91	51.67	84.75	100.50	0.00	23.20	103.30	105.08
"GBI_11274"	189.21	0.00	58.82	70.53	40.01	123.50	250.15	154.27	70.29	78.92	47.16	83.72	52.66	129.19	398.68	14.99	499.76	87.72	82.75	53.49	143.77	111.14	407.43	49.64	92.72	40.10	85.15	115.33	57.97	0.00	71.05	89.01	138.74
"GBI_11275"	119.75	0.00	69.26	39.54	50.02	44.32	48.48	57.43	63.44	9.86	59.78	39.21	37.84	69.66	57.77	95.11	167.38	49.72	38.43	49.72	61.99	55.04	128.79	50.97	49.16	49.68	87.69	48.59	57.29	0.00	8.96	84.71	71.29
"GBI_11276"	119.31	414.66	36.38	28.96	35.66	78.75	57.61	15.36	23.65	38.35	28.63	25.60	34.13	113.19	67.89	7.10	246.48	46.55	22.63	29.91	107.58	35.55	214.51	28.73	30.14	34.69	55.36	45.86	40.04	0.00	29.18	60.91	64.16
"GBI_11277"	5.18	188.00	27.49	8.05	9.85	802.13	51.89	21.87	36.01	0.80	264.29	2.38	3.02	373.27	25.31	1.64	4.15	175.35	0.67	2.45	164.28	105.47	4.98	181.24	4.94	8.31	195.13	0.27	2.13	0.00	1.45	244.15	53.93
"GBI_11278"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11279"	2.20	0.00	0.00	45.88	8.96	0.00	17.65	0.00	14.74	5.45	0.00	12.55	33.55	11.78	13.63	0.00	4.42	10.28	13.61	10.32	0.00	11.80	5.61	15.15	40.45	5.98	0.00	7.45	10.54	0.00	0.00	8.96	8.08
"GBI_11280"	9.63	0.00	0.00	0.00	5.89	7.76	36.00	0.00	12.89	0.00	9.62	0.00	2.10	51.51	17.88	0.00	11.60	16.18	7.94	1.81	8.63	13.76	16.69	17.04	7.70	1.75	12.57	16.28	0.00	0.00	7.83	11.40	3.53
"GBI_11281"	72.00	0.00	314.89	621.07	290.14	30.72	71.92	95.63	87.17	14.62	95.55	571.72	427.92	33.61	63.76	15.97	129.93	142.50	651.20	210.01	48.14	88.11	91.26	171.43	546.86	222.65	15.54	72.34	302.90	711.29	9.26	98.43	208.52
"GBI_11282"	39.91	0.00	34.33	10.98	6.74	20.07	37.44	10.39	21.53	7.52	7.08	13.46	7.05	21.94	34.12	4.99	55.58	18.96	15.15	7.20	35.24	21.32	61.97	10.25	14.14	7.50	16.68	33.37	9.67	0.00	7.79	21.49	19.54
"GBI_11283"	12.30	0.00	0.00	33.12	112.43	0.00	0.00	0.00	0.00	0.00	22.49	28.04	66.87	0.00	0.00	1.78	3.29	2.30	32.92	41.48	0.00	0.00	2.50	4.83	19.64	62.30	0.00	0.00	23.57	0.00	0.00	1.82	31.60
"GBI_11284"	3.67	0.00	0.00	146.44	173.84	0.00	0.00	0.00	3.07	0.00	33.61	46.32	131.90	0.00	0.00	3.98	0.00	0.00	81.27	129.10	0.00	1.64	1.87	18.04	55.71	124.78	0.00	0.00	37.30	0.00	0.00	0.00	52.14
"GBI_11294"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74	3.11	0.00	0.00	0.00	0.00	0.00	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11295"	193.59	0.00	87.21	96.07	80.19	16.54	47.28	223.34	94.61	6.11	98.93	76.74	60.80	16.99	20.04	554.03	89.97	100.57	104.57	105.55	38.57	70.32	66.06	159.27	98.16	103.59	39.99	66.66	52.55	0.00	8.83	40.39	109.61
"GBI_11296"	401.09	0.00	90.04	206.44	207.12	301.25	184.83	139.13	282.70	49.59	312.05	242.18	231.62	523.02	253.95	39.98	489.87	478.27	234.57	264.36	490.41	523.95	497.78	458.73	291.06	238.15	976.98	318.78	222.82	0.00	50.53	342.20	315.04
"GBI_11297"	171.73	0.00	177.94	99.72	69.24	145.17	594.49	183.16	270.02	95.02	43.73	129.55	86.79	181.04	517.01	144.49	153.22	193.49	145.99	91.51	283.40	262.36	134.04	139.60	150.96	84.36	110.03	418.51	78.92	0.00	71.74	151.62	150.54
"GBI_11298"	79.26	0.00	55.83	62.42	72.10	36.61	84.31	47.97	80.09	92.13	56.18	69.23	81.62	49.13	81.44	32.99	138.09	71.12	64.92	60.92	61.72	75.71	122.67	55.99	68.88	64.17	41.41	91.67	100.22	1143.65	88.57	65.99	73.21
"GBI_11299"	200.56	0.00	30.23	34.53	45.33	34.40	55.65	69.12	77.42	30.02	29.47	42.54	34.22	26.61	54.85	28.93	67.55	51.59	35.58	36.18	31.04	72.56	57.32	40.29	36.77	33.76	37.12	81.55	45.55	0.00	31.74	48.14	51.46
"GBI_11302"	29784.01	0.00	0.00	0.00	0.00	0.00	2.14	0.00	44.19	0.00	103.24	0.00	7.89	38.48	0.00	1.16	213.87	8.99	0.00	25.66	0.00	0.72	281.35	4.74	1.28	0.00	26.09	1.35	192.41	0.00	0.00	0.00	879.03
"GBI_11303"	80.02	0.00	133.60	38.82	44.36	61.92	124.47	54.91	105.26	44.66	39.53	41.99	39.38	83.04	119.64	28.73	77.05	51.57	36.94	38.10	66.82	84.22	77.02	37.67	36.40	35.09	45.56	111.98	53.09	0.00	50.16	71.79	58.88
"GBI_11304"	17.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	1.10	3.56	0.00	0.00	0.00	0.00	5.40	1.55	0.00	0.00	0.00	0.00	6.39	0.00	0.00	0.00	0.00	2.08
"GBI_11305"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11307"	37.36	86734.12	253.62	450.89	815.31	282.89	131.72	241.12	140.03	35.14	158.39	202.30	500.79	151.79	127.17	205.66	142.33	195.56	317.60	352.59	234.14	140.15	69.42	264.81	271.50	524.37	526.54	83.36	117.99	0.00	23.09	49.21	242.54
"GBI_11308"	0.51	0.00	0.00	1.90	5.79	4.12	0.00	7.79	16.27	0.00	209.98	0.84	5.61	0.00	2.38	0.37	2.07	24.94	3.18	30.93	0.00	25.16	0.52	3.03	6.17	8.42	0.00	1.73	1.22	0.00	0.00	18.94	11.74
"GBI_11309"	0.00	0.00	0.00	1.87	18.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.80	0.00	0.00	0.00	0.00	2.76	0.00	0.00	3.63	0.00	0.00	0.00	1.39
"GBI_11311"	0.00	0.00	0.00	4.61	15.32	7.57	0.00	0.00	0.00	0.00	1.56	0.00	2.05	0.00	0.00	0.00	0.00	8.77	3.87	21.16	0.00	5.03	0.00	1.85	3.00	6.82	0.00	3.18	0.00	0.00	0.00	6.95	8.61
"GBI_11312"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11313"	6.16	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.23	0.00	0.00	5.50	0.00	0.00	1.64	0.00	0.00	6.95	0.00	0.00	0.00	0.00	0.00
"GBI_11314"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.38	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11315"	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.97	0.00	0.00	1.28	0.00	0.00	0.00	1.31	0.00	0.00	1.72	0.00	0.00	0.00	0.00
"GBI_11316"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64
"GBI_11325"	104.34	0.00	28.02	70.17	78.60	38.53	38.35	52.76	44.16	12.48	70.16	82.90	75.58	24.66	48.54	60.33	110.97	64.38	75.02	75.03	34.67	41.00	108.89	59.36	62.47	61.68	25.81	41.56	87.59	0.00	11.55	49.26	72.23
"GBI_11326"	71.77	0.00	27.38	44.30	35.57	83.70	58.14	34.05	65.79	15.39	34.68	47.88	35.06	45.60	44.67	4.79	96.00	94.18	48.74	45.56	51.89	98.26	82.82	62.13	52.73	35.00	31.51	114.43	36.42	0.00	19.68	57.61	58.88
"GBI_11327"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GBI_11328"	0.00	0.00	0.00	10.95	6.21	3.11	0.00	0.88	1.55	0.00	18.04	7.46	6.96	1.65	0.00	0.22	0.00	32.44	9.92	10.07	4.14	20.01	0.00	0.00	5.71	1.27	4.03	1.83	1.66	0.00	0.00	32.91	6.09
